date,value,memo
2024-01-29,1335.7,"전일대비 -0.60원(하락), 최근30일 평균(1315.5원) 대비 송금 불리"
2024-01-30,1329.4,"전일대비 -6.30원(하락), 최근30일 평균(1316.0원) 대비 송금 불리"
2024-01-31,1334.6,"전일대비 +5.20원(상승), 최근30일 평균(1317.2원) 대비 송금 불리"
2024-02-01,1331.8,"전일대비 -2.80원(하락), 최근30일 평균(1318.5원) 대비 송금 불리"
2024-02-02,1322.6,"전일대비 -9.20원(하락), 최근30일 평균(1319.6원) 대비 송금 불리"
2024-02-05,1330.8,"전일대비 +8.20원(상승), 최근30일 평균(1320.1원) 대비 송금 불리"
2024-02-06,1327.6,"전일대비 -3.20원(하락), 최근30일 평균(1321.2원) 대비 송금 불리"
2024-02-07,1327.8,"전일대비 +0.20원(상승), 최근30일 평균(1321.9원) 대비 송금 불리"
2024-02-08,1328.2,"전일대비 +0.40원(상승), 최근30일 평균(1322.7원) 대비 송금 불리"
2024-02-13,1328.1,"전일대비 -0.10원(하락), 최근30일 평균(1323.9원) 대비 송금 불리"
2024-02-14,1335.4,"전일대비 +7.30원(상승), 최근30일 평균(1325.0원) 대비 송금 불리"
2024-02-15,1334.0,"전일대비 -1.40원(하락), 최근30일 평균(1326.6원) 대비 송금 불리"
2024-02-16,1335.4,"전일대비 +1.40원(상승), 최근30일 평균(1327.7원) 대비 송금 불리"
2024-02-19,1335.2,"전일대비 -0.20원(하락), 최근30일 평균(1328.7원) 대비 송금 불리"
2024-02-20,1337.6,"전일대비 +2.40원(상승), 최근30일 평균(1329.5원) 대비 송금 불리"
2024-02-21,1334.7,"전일대비 -2.90원(하락), 최근30일 평균(1330.3원) 대비 송금 불리"
2024-02-22,1328.7,"전일대비 -6.00원(하락), 최근30일 평균(1330.9원) 대비 송금 유리"
2024-02-23,1331.0,"전일대비 +2.30원(상승), 최근30일 평균(1331.3원) 대비 송금 유리"
2024-02-26,1331.1,"전일대비 +0.10원(상승), 최근30일 평균(1331.7원) 대비 송금 유리"
2024-02-27,1331.0,"전일대비 -0.10원(하락), 최근30일 평균(1332.3원) 대비 송금 유리"
2024-02-28,1333.6,"전일대비 +2.60원(상승), 최근30일 평균(1332.9원) 대비 송금 불리"
2024-02-29,1331.5,"전일대비 -2.10원(하락), 최근30일 평균(1333.3원) 대비 송금 유리"
2024-03-04,1331.3,"전일대비 -0.20원(하락), 최근30일 평균(1333.3원) 대비 송금 유리"
2024-03-05,1334.5,"전일대비 +3.20원(상승), 최근30일 평균(1332.9원) 대비 송금 불리"
2024-03-06,1334.5,"전일대비 +0.00원(보합), 최근30일 평균(1332.7원) 대비 송금 불리"
2024-03-07,1330.9,"전일대비 -3.60원(하락), 최근30일 평균(1332.6원) 대비 송금 유리"
2024-03-08,1319.8,"전일대비 -11.10원(하락), 최근30일 평균(1332.3원) 대비 송금 유리"
2024-03-11,1310.3,"전일대비 -9.50원(하락), 최근30일 평균(1331.9원) 대비 송금 유리"
2024-03-12,1311.0,"전일대비 +0.70원(상승), 최근30일 평균(1331.0원) 대비 송금 유리"
2024-03-13,1314.5,"전일대비 +3.50원(상승), 최근30일 평균(1330.1원) 대비 송금 유리"
2024-03-14,1317.6,"전일대비 +3.10원(상승), 최근30일 평균(1329.4원) 대비 송금 유리"
2024-03-15,1330.5,"전일대비 +12.90원(상승), 최근30일 평균(1328.8원) 대비 송금 불리"
2024-03-18,1333.7,"전일대비 +3.20원(상승), 최근30일 평균(1328.9원) 대비 송금 불리"
2024-03-19,1339.8,"전일대비 +6.10원(상승), 최근30일 평균(1328.8원) 대비 송금 불리"
2024-03-20,1339.6,"전일대비 -0.20원(하락), 최근30일 평균(1329.1원) 대비 송금 불리"
2024-03-21,1322.4,"전일대비 -17.20원(하락), 최근30일 평균(1329.7원) 대비 송금 유리"
2024-03-22,1338.4,"전일대비 +16.00원(상승), 최근30일 평균(1329.4원) 대비 송금 불리"
2024-03-25,1342.1,"전일대비 +3.70원(상승), 최근30일 평균(1329.7원) 대비 송금 불리"
2024-03-26,1339.5,"전일대비 -2.60원(하락), 최근30일 평균(1330.2원) 대비 송금 불리"
2024-03-27,1348.7,"전일대비 +9.20원(상승), 최근30일 평균(1330.6원) 대비 송금 불리"
2024-03-28,1346.2,"전일대비 -2.50원(하락), 최근30일 평균(1331.3원) 대비 송금 불리"
2024-03-29,1347.2,"전일대비 +1.00원(상승), 최근30일 평균(1331.6원) 대비 송금 불리"
2024-04-01,1349.4,"전일대비 +2.20원(상승), 최근30일 평균(1332.1원) 대비 송금 불리"
2024-04-02,1352.1,"전일대비 +2.70원(상승), 최근30일 평균(1332.5원) 대비 송금 불리"
2024-04-03,1348.9,"전일대비 -3.20원(하락), 최근30일 평균(1333.1원) 대비 송금 불리"
2024-04-04,1347.1,"전일대비 -1.80원(하락), 최근30일 평균(1333.5원) 대비 송금 불리"
2024-04-05,1352.8,"전일대비 +5.70원(상승), 최근30일 평균(1333.9원) 대비 송금 불리"
2024-04-08,1353.2,"전일대비 +0.40원(상승), 최근30일 평균(1334.7원) 대비 송금 불리"
2024-04-09,1354.9,"전일대비 +1.70원(상승), 최근30일 평균(1335.4원) 대비 송금 불리"
2024-04-11,1364.1,"전일대비 +9.20원(상승), 최근30일 평균(1336.2원) 대비 송금 불리"
2024-04-12,1375.4,"전일대비 +11.30원(상승), 최근30일 평균(1337.3원) 대비 송금 불리"
2024-04-15,1384.0,"전일대비 +8.60원(상승), 최근30일 평균(1338.7원) 대비 송금 불리"
2024-04-16,1394.5,"전일대비 +10.50원(상승), 최근30일 평균(1340.5원) 대비 송금 불리"
2024-04-17,1386.8,"전일대비 -7.70원(하락), 최근30일 평균(1342.6원) 대비 송금 불리"
2024-04-18,1372.9,"전일대비 -13.90원(하락), 최근30일 평균(1344.3원) 대비 송금 불리"
2024-04-19,1382.2,"전일대비 +9.30원(상승), 최근30일 평균(1345.6원) 대비 송금 불리"
2024-04-22,1379.2,"전일대비 -3.00원(하락), 최근30일 평균(1347.3원) 대비 송금 불리"
2024-04-23,1378.3,"전일대비 -0.90원(하락), 최근30일 평균(1349.3원) 대비 송금 불리"
2024-04-24,1369.2,"전일대비 -9.10원(하락), 최근30일 평균(1351.6원) 대비 송금 불리"
2024-04-25,1375.0,"전일대비 +5.80원(상승), 최근30일 평균(1353.5원) 대비 송금 불리"
2024-04-26,1375.3,"전일대비 +0.30원(상승), 최근30일 평균(1355.5원) 대비 송금 불리"
2024-04-29,1377.0,"전일대비 +1.70원(상승), 최근30일 평균(1357.4원) 대비 송금 불리"
2024-04-30,1382.0,"전일대비 +5.00원(상승), 최근30일 평균(1359.0원) 대비 송금 불리"
2024-05-02,1375.9,"전일대비 -6.10원(하락), 최근30일 평균(1360.6원) 대비 송금 불리"
2024-05-03,1362.8,"전일대비 -13.10원(하락), 최근30일 평균(1361.8원) 대비 송금 불리"
2024-05-07,1360.1,"전일대비 -2.70원(하락), 최근30일 평균(1362.6원) 대비 송금 유리"
2024-05-08,1361.5,"전일대비 +1.40원(상승), 최근30일 평균(1363.8원) 대비 송금 유리"
2024-05-09,1370.1,"전일대비 +8.60원(상승), 최근30일 평균(1364.6원) 대비 송금 불리"
2024-05-10,1368.1,"전일대비 -2.00원(하락), 최근30일 평균(1365.5원) 대비 송금 불리"
2024-05-13,1368.2,"전일대비 +0.10원(상승), 최근30일 평균(1366.5원) 대비 송금 불리"
2024-05-14,1369.1,"전일대비 +0.90원(상승), 최근30일 평균(1367.1원) 대비 송금 불리"
2024-05-16,1345.0,"전일대비 -24.10원(하락), 최근30일 평균(1367.9원) 대비 송금 유리"
2024-05-17,1354.9,"전일대비 +9.90원(상승), 최근30일 평균(1367.8원) 대비 송금 유리"
2024-05-20,1355.9,"전일대비 +1.00원(상승), 최근30일 평균(1368.0원) 대비 송금 유리"
2024-05-21,1363.3,"전일대비 +7.40원(상승), 최근30일 평균(1368.1원) 대비 송금 유리"
2024-05-22,1362.9,"전일대비 -0.40원(하락), 최근30일 평균(1368.6원) 대비 송금 유리"
2024-05-23,1362.4,"전일대비 -0.50원(하락), 최근30일 평균(1369.2원) 대비 송금 유리"
2024-05-24,1369.5,"전일대비 +7.10원(상승), 최근30일 평균(1369.5원) 대비 송금 불리"
2024-05-27,1363.8,"전일대비 -5.70원(하락), 최근30일 평균(1370.0원) 대비 송금 유리"
2024-05-28,1358.5,"전일대비 -5.30원(하락), 최근30일 평균(1370.3원) 대비 송금 유리"
2024-05-29,1365.0,"전일대비 +6.50원(상승), 최근30일 평균(1370.1원) 대비 송금 유리"
2024-05-30,1379.4,"전일대비 +14.40원(상승), 최근30일 평균(1369.8원) 대비 송금 불리"
2024-05-31,1384.5,"전일대비 +5.10원(상승), 최근30일 평균(1369.6원) 대비 송금 불리"
2024-06-03,1376.1,"전일대비 -8.40원(하락), 최근30일 평균(1369.3원) 대비 송금 불리"
2024-06-04,1376.0,"전일대비 -0.10원(하락), 최근30일 평균(1368.9원) 대비 송금 불리"
2024-06-05,1373.0,"전일대비 -3.00원(하락), 최근30일 평균(1369.0원) 대비 송금 불리"
2024-06-07,1365.3,"전일대비 -7.70원(하락), 최근30일 평균(1368.7원) 대비 송금 유리"
2024-06-10,1376.0,"전일대비 +10.70원(상승), 최근30일 평균(1368.3원) 대비 송금 불리"
2024-06-11,1378.4,"전일대비 +2.40원(상승), 최근30일 평균(1368.2원) 대비 송금 불리"
2024-06-12,1376.2,"전일대비 -2.20원(하락), 최근30일 평균(1368.5원) 대비 송금 불리"
2024-06-13,1373.9,"전일대비 -2.30원(하락), 최근30일 평균(1368.5원) 대비 송금 불리"
2024-06-14,1379.3,"전일대비 +5.40원(상승), 최근30일 평균(1368.5원) 대비 송금 불리"
2024-06-17,1381.2,"전일대비 +1.90원(상승), 최근30일 평균(1368.6원) 대비 송금 불리"
2024-06-18,1381.1,"전일대비 -0.10원(하락), 최근30일 평균(1368.5원) 대비 송금 불리"
2024-06-19,1381.8,"전일대비 +0.70원(상승), 최근30일 평균(1368.7원) 대비 송금 불리"
2024-06-20,1384.7,"전일대비 +2.90원(상승), 최근30일 평균(1369.3원) 대비 송금 불리"
2024-06-21,1388.3,"전일대비 +3.60원(상승), 최근30일 평균(1370.2원) 대비 송금 불리"
2024-06-24,1389.0,"전일대비 +0.70원(상승), 최근30일 평균(1371.1원) 대비 송금 불리"
2024-06-25,1387.5,"전일대비 -1.50원(하락), 최근30일 평균(1371.7원) 대비 송금 불리"
2024-06-26,1388.7,"전일대비 +1.20원(상승), 최근30일 평균(1372.3원) 대비 송금 불리"
2024-06-27,1385.8,"전일대비 -2.90원(하락), 최근30일 평균(1373.0원) 대비 송금 불리"
2024-06-28,1376.7,"전일대비 -9.10원(하락), 최근30일 평균(1373.6원) 대비 송금 불리"
2024-07-01,1379.3,"전일대비 +2.60원(상승), 최근30일 평균(1374.6원) 대비 송금 불리"
2024-07-02,1388.2,"전일대비 +8.90원(상승), 최근30일 평균(1375.5원) 대비 송금 불리"
2024-07-03,1390.6,"전일대비 +2.40원(상승), 최근30일 평균(1376.5원) 대비 송금 불리"
2024-07-04,1380.4,"전일대비 -10.20원(하락), 최근30일 평균(1377.4원) 대비 송금 불리"
2024-07-05,1380.3,"전일대비 -0.10원(하락), 최근30일 평균(1378.0원) 대비 송금 불리"
2024-07-08,1383.3,"전일대비 +3.00원(상승), 최근30일 평균(1378.6원) 대비 송금 불리"
2024-07-09,1381.6,"전일대비 -1.70원(하락), 최근30일 평균(1379.1원) 대비 송금 불리"
2024-07-10,1384.7,"전일대비 +3.10원(상승), 최근30일 평균(1379.7원) 대비 송금 불리"
2024-07-11,1378.8,"전일대비 -5.90원(하락), 최근30일 평균(1380.5원) 대비 송금 유리"
2024-07-12,1379.6,"전일대비 +0.80원(상승), 최근30일 평균(1381.0원) 대비 송금 유리"
2024-07-15,1382.8,"전일대비 +3.20원(상승), 최근30일 평균(1381.0원) 대비 송금 불리"
2024-07-16,1384.9,"전일대비 +2.10원(상승), 최근30일 평균(1381.0원) 대비 송금 불리"
2024-07-17,1381.5,"전일대비 -3.40원(하락), 최근30일 평균(1381.2원) 대비 송금 불리"
2024-07-18,1381.7,"전일대비 +0.20원(상승), 최근30일 평균(1381.4원) 대비 송금 불리"
2024-07-19,1386.7,"전일대비 +5.00원(상승), 최근30일 평균(1381.7원) 대비 송금 불리"
2024-07-22,1388.2,"전일대비 +1.50원(상승), 최근30일 평균(1382.4원) 대비 송금 불리"
2024-07-23,1386.2,"전일대비 -2.00원(하락), 최근30일 평균(1382.8원) 대비 송금 불리"
2024-07-24,1383.8,"전일대비 -2.40원(하락), 최근30일 평균(1383.1원) 대비 송금 불리"
2024-07-25,1385.4,"전일대비 +1.60원(상승), 최근30일 평균(1383.4원) 대비 송금 불리"
2024-07-26,1385.8,"전일대비 +0.40원(상승), 최근30일 평균(1383.7원) 대비 송금 불리"
2024-07-29,1381.9,"전일대비 -3.90원(하락), 최근30일 평균(1384.0원) 대비 송금 유리"
2024-07-30,1385.3,"전일대비 +3.40원(상승), 최근30일 평균(1384.0원) 대비 송금 불리"
2024-07-31,1376.5,"전일대비 -8.80원(하락), 최근30일 평균(1384.1원) 대비 송금 유리"
2024-08-01,1366.2,"전일대비 -10.30원(하락), 최근30일 평균(1383.9원) 대비 송금 유리"
2024-08-02,1371.2,"전일대비 +5.00원(상승), 최근30일 평균(1383.3원) 대비 송금 유리"
2024-08-05,1374.8,"전일대비 +3.60원(상승), 최근30일 평균(1382.8원) 대비 송금 유리"
2024-08-06,1375.6,"전일대비 +0.80원(상승), 최근30일 평균(1382.3원) 대비 송금 유리"
2024-08-07,1376.8,"전일대비 +1.20원(상승), 최근30일 평균(1381.9원) 대비 송금 유리"
2024-08-08,1377.2,"전일대비 +0.40원(상승), 최근30일 평균(1381.5원) 대비 송금 유리"
2024-08-09,1364.6,"전일대비 -12.60원(하락), 최근30일 평균(1381.2원) 대비 송금 유리"
2024-08-12,1372.0,"전일대비 +7.40원(상승), 최근30일 평균(1380.8원) 대비 송금 유리"
2024-08-13,1370.4,"전일대비 -1.60원(하락), 최근30일 평균(1380.6원) 대비 송금 유리"
2024-08-14,1360.6,"전일대비 -9.80원(하락), 최근30일 평균(1380.0원) 대비 송금 유리"
2024-08-16,1357.6,"전일대비 -3.00원(하락), 최근30일 평균(1379.0원) 대비 송금 유리"
2024-08-19,1334.0,"전일대비 -23.60원(하락), 최근30일 평균(1378.2원) 대비 송금 유리"
2024-08-20,1333.2,"전일대비 -0.80원(하락), 최근30일 평균(1376.7원) 대비 송금 유리"
2024-08-21,1336.6,"전일대비 +3.40원(상승), 최근30일 평균(1375.0원) 대비 송금 유리"
2024-08-22,1334.7,"전일대비 -1.90원(하락), 최근30일 평균(1373.5원) 대비 송금 유리"
2024-08-23,1338.8,"전일대비 +4.10원(상승), 최근30일 평균(1371.8원) 대비 송금 유리"
2024-08-26,1326.8,"전일대비 -12.00원(하락), 최근30일 평균(1370.5원) 대비 송금 유리"
2024-08-27,1331.0,"전일대비 +4.20원(상승), 최근30일 평균(1368.7원) 대비 송금 유리"
2024-08-28,1339.0,"전일대비 +8.00원(상승), 최근30일 평균(1367.0원) 대비 송금 유리"
2024-08-29,1333.2,"전일대비 -5.80원(하락), 최근30일 평균(1365.5원) 대비 송금 유리"
2024-08-30,1336.0,"전일대비 +2.80원(상승), 최근30일 평균(1363.9원) 대비 송금 유리"
2024-09-02,1338.4,"전일대비 +2.40원(상승), 최근30일 평균(1362.3원) 대비 송금 유리"
2024-09-03,1341.4,"전일대비 +3.00원(상승), 최근30일 평균(1360.7원) 대비 송금 유리"
2024-09-04,1342.2,"전일대비 +0.80원(상승), 최근30일 평균(1359.2원) 대비 송금 유리"
2024-09-05,1335.9,"전일대비 -6.30원(하락), 최근30일 평균(1357.7원) 대비 송금 유리"
2024-09-06,1327.6,"전일대비 -8.30원(하락), 최근30일 평균(1356.1원) 대비 송금 유리"
2024-09-09,1339.8,"전일대비 +12.20원(상승), 최근30일 평균(1354.2원) 대비 송금 유리"
2024-09-10,1343.7,"전일대비 +3.90원(상승), 최근30일 평균(1352.6원) 대비 송금 유리"
2024-09-11,1339.0,"전일대비 -4.70원(하락), 최근30일 평균(1351.4원) 대비 송금 유리"
2024-09-12,1338.7,"전일대비 -0.30원(하락), 최근30일 평균(1349.8원) 대비 송금 유리"
2024-09-13,1329.5,"전일대비 -9.20원(하락), 최근30일 평균(1348.6원) 대비 송금 유리"
2024-09-19,1329.0,"전일대비 -0.50원(하락), 최근30일 평균(1347.3원) 대비 송금 유리"
2024-09-20,1329.1,"전일대비 +0.10원(상승), 최근30일 평균(1345.9원) 대비 송금 유리"
2024-09-23,1335.9,"전일대비 +6.80원(상승), 최근30일 평균(1344.4원) 대비 송금 유리"
2024-09-24,1334.9,"전일대비 -1.00원(하락), 최근30일 평균(1343.1원) 대비 송금 유리"
2024-09-25,1331.0,"전일대비 -3.90원(하락), 최근30일 평균(1341.7원) 대비 송금 유리"
2024-09-26,1327.2,"전일대비 -3.80원(하락), 최근30일 평균(1340.2원) 대비 송금 유리"
2024-09-27,1318.6,"전일대비 -8.60원(하락), 최근30일 평균(1338.9원) 대비 송금 유리"
2024-09-30,1307.8,"전일대비 -10.80원(하락), 최근30일 평균(1337.1원) 대비 송금 유리"
2024-10-02,1319.3,"전일대비 +11.50원(상승), 최근30일 평균(1335.0원) 대비 송금 유리"
2024-10-04,1333.7,"전일대비 +14.40원(상승), 최근30일 평균(1333.7원) 대비 송금 불리"
2024-10-07,1346.7,"전일대비 +13.00원(상승), 최근30일 평균(1332.9원) 대비 송금 불리"
2024-10-08,1349.7,"전일대비 +3.00원(상승), 최근30일 평균(1333.3원) 대비 송금 불리"
2024-10-10,1350.2,"전일대비 +0.50원(상승), 최근30일 평균(1333.8원) 대비 송금 불리"
2024-10-11,1349.5,"전일대비 -0.70원(하락), 최근30일 평균(1334.3원) 대비 송금 불리"
2024-10-14,1355.9,"전일대비 +6.40원(상승), 최근30일 평균(1334.8원) 대비 송금 불리"
2024-10-15,1361.3,"전일대비 +5.40원(상승), 최근30일 평균(1335.4원) 대비 송금 불리"
2024-10-16,1362.6,"전일대비 +1.30원(상승), 최근30일 평균(1336.5원) 대비 송금 불리"
2024-10-17,1368.6,"전일대비 +6.00원(상승), 최근30일 평균(1337.6원) 대비 송금 불리"
2024-10-18,1369.7,"전일대비 +1.10원(상승), 최근30일 평균(1338.5원) 대비 송금 불리"
2024-10-21,1375.2,"전일대비 +5.50원(상승), 최근30일 평균(1339.8원) 대비 송금 불리"
2024-10-22,1380.1,"전일대비 +4.90원(상승), 최근30일 평균(1341.1원) 대비 송금 불리"
2024-10-23,1382.2,"전일대비 +2.10원(상승), 최근30일 평균(1342.5원) 대비 송금 불리"
2024-10-24,1380.2,"전일대비 -2.00원(하락), 최근30일 평균(1343.8원) 대비 송금 불리"
2024-10-25,1388.7,"전일대비 +8.50원(상승), 최근30일 평균(1345.1원) 대비 송금 불리"
2024-10-28,1385.0,"전일대비 -3.70원(하락), 최근30일 평균(1346.8원) 대비 송금 불리"
2024-10-29,1386.5,"전일대비 +1.50원(상승), 최근30일 평균(1348.8원) 대비 송금 불리"
2024-10-30,1382.4,"전일대비 -4.10원(하락), 최근30일 평균(1350.3원) 대비 송금 불리"
2024-10-31,1379.9,"전일대비 -2.50원(하락), 최근30일 평균(1351.6원) 대비 송금 불리"
2024-11-01,1379.4,"전일대비 -0.50원(하락), 최근30일 평균(1353.0원) 대비 송금 불리"
2024-11-04,1370.9,"전일대비 -8.50원(하락), 최근30일 평균(1354.3원) 대비 송금 불리"
2024-11-05,1378.6,"전일대비 +7.70원(상승), 최근30일 평균(1355.7원) 대비 송금 불리"
2024-11-06,1396.2,"전일대비 +17.60원(상승), 최근30일 평균(1357.4원) 대비 송금 불리"
2024-11-07,1396.6,"전일대비 +0.40원(상승), 최근30일 평균(1359.6원) 대비 송금 불리"
2024-11-08,1386.4,"전일대비 -10.20원(하락), 최근30일 평균(1361.6원) 대비 송금 불리"
2024-11-11,1394.7,"전일대비 +8.30원(상승), 최근30일 평균(1363.3원) 대비 송금 불리"
2024-11-12,1403.5,"전일대비 +8.80원(상승), 최근30일 평균(1365.5원) 대비 송금 불리"
2024-11-13,1406.6,"전일대비 +3.10원(상승), 최근30일 평균(1368.0원) 대비 송금 불리"
2024-11-14,1405.1,"전일대비 -1.50원(하락), 최근30일 평균(1370.9원) 대비 송금 불리"
2024-11-15,1398.8,"전일대비 -6.30원(하락), 최근30일 평균(1374.2원) 대비 송금 불리"
2024-11-18,1395.2,"전일대비 -3.60원(하락), 최근30일 평균(1376.8원) 대비 송금 불리"
2024-11-19,1390.9,"전일대비 -4.30원(하락), 최근30일 평균(1378.9원) 대비 송금 불리"
2024-11-20,1390.9,"전일대비 +0.00원(보합), 최근30일 평균(1380.4원) 대비 송금 불리"
2024-11-21,1397.5,"전일대비 +6.60원(상승), 최근30일 평균(1381.7원) 대비 송금 불리"
2024-11-22,1401.8,"전일대비 +4.30원(상승), 최근30일 평균(1383.3원) 대비 송금 불리"
2024-11-25,1402.2,"전일대비 +0.40원(상승), 최근30일 평균(1385.0원) 대비 송금 불리"
2024-11-26,1398.2,"전일대비 -4.00원(하락), 최근30일 평균(1386.6원) 대비 송금 불리"
2024-11-27,1397.0,"전일대비 -1.20원(하락), 최근30일 평균(1387.8원) 대비 송금 불리"
2024-11-28,1395.6,"전일대비 -1.40원(하락), 최근30일 평균(1389.0원) 대비 송금 불리"
2024-11-29,1394.7,"전일대비 -0.90원(하락), 최근30일 평균(1389.9원) 대비 송금 불리"
2024-12-02,1401.3,"전일대비 +6.60원(상승), 최근30일 평균(1390.7원) 대비 송금 불리"
2024-12-03,1402.9,"전일대비 +1.60원(상승), 최근30일 평균(1391.6원) 대비 송금 불리"
2024-12-04,1410.1,"전일대비 +7.20원(상승), 최근30일 평균(1392.3원) 대비 송금 불리"
2024-12-05,1415.1,"전일대비 +5.00원(상승), 최근30일 평균(1393.3원) 대비 송금 불리"
2024-12-06,1419.2,"전일대비 +4.10원(상승), 최근30일 평균(1394.4원) 대비 송금 불리"
2024-12-09,1437.0,"전일대비 +17.80원(상승), 최근30일 평균(1395.4원) 대비 송금 불리"
2024-12-10,1426.9,"전일대비 -10.10원(하락), 최근30일 평균(1397.2원) 대비 송금 불리"
2024-12-11,1432.2,"전일대비 +5.30원(상승), 최근30일 평균(1398.5원) 대비 송금 불리"
2024-12-12,1431.9,"전일대비 -0.30원(하락), 최근30일 평균(1400.2원) 대비 송금 불리"
2024-12-13,1433.0,"전일대비 +1.10원(상승), 최근30일 평균(1401.9원) 대비 송금 불리"
2024-12-16,1435.0,"전일대비 +2.00원(상승), 최근30일 평균(1403.7원) 대비 송금 불리"
2024-12-17,1438.9,"전일대비 +3.90원(상승), 최근30일 평균(1405.8원) 대비 송금 불리"
2024-12-18,1435.5,"전일대비 -3.40원(하락), 최근30일 평균(1407.8원) 대비 송금 불리"
2024-12-19,1451.9,"전일대비 +16.40원(상승), 최근30일 평균(1409.2원) 대비 송금 불리"
2024-12-20,1451.4,"전일대비 -0.50원(하락), 최근30일 평균(1411.0원) 대비 송금 불리"
2024-12-23,1452.0,"전일대비 +0.60원(상승), 최근30일 평균(1413.2원) 대비 송금 불리"
2024-12-24,1456.4,"전일대비 +4.40원(상승), 최근30일 평균(1415.1원) 대비 송금 불리"
2024-12-26,1464.8,"전일대비 +8.40원(상승), 최근30일 평균(1416.8원) 대비 송금 불리"
2024-12-27,1467.5,"전일대비 +2.70원(상승), 최근30일 평균(1418.8원) 대비 송금 불리"
2024-12-30,1472.5,"전일대비 +5.00원(상승), 최근30일 평균(1420.9원) 대비 송금 불리"
2025-01-02,1466.6,"전일대비 -5.90원(하락), 최근30일 평균(1423.3원) 대비 송금 불리"
2025-01-03,1468.4,"전일대비 +1.80원(상승), 최근30일 평균(1425.7원) 대비 송금 불리"
2025-01-06,1469.7,"전일대비 +1.30원(상승), 최근30일 평균(1428.3원) 대비 송금 불리"
2025-01-07,1453.5,"전일대비 -16.20원(하락), 최근30일 평균(1430.9원) 대비 송금 불리"
2025-01-08,1455.0,"전일대비 +1.50원(상승), 최근30일 평균(1432.8원) 대비 송금 불리"
2025-01-09,1460.5,"전일대비 +5.50원(상승), 최근30일 평균(1434.5원) 대비 송금 불리"
2025-01-10,1465.0,"전일대비 +4.50원(상승), 최근30일 평균(1436.5원) 대비 송금 불리"
2025-01-13,1470.8,"전일대비 +5.80원(상승), 최근30일 평균(1438.7원) 대비 송금 불리"
2025-01-14,1463.2,"전일대비 -7.60원(하락), 최근30일 평균(1441.2원) 대비 송금 불리"
2025-01-15,1461.2,"전일대비 -2.00원(하락), 최근30일 평균(1443.4원) 대비 송금 불리"
2025-01-16,1456.7,"전일대비 -4.50원(하락), 최근30일 평균(1445.6원) 대비 송금 불리"
2025-01-17,1458.3,"전일대비 +1.60원(상승), 최근30일 평균(1447.5원) 대비 송금 불리"
2025-01-20,1451.7,"전일대비 -6.60원(하락), 최근30일 평균(1449.3원) 대비 송금 불리"
2025-01-21,1439.5,"전일대비 -12.20원(하락), 최근30일 평균(1450.7원) 대비 송금 유리"
2025-01-22,1437.6,"전일대비 -1.90원(하락), 최근30일 평균(1451.5원) 대비 송금 유리"
2025-01-23,1437.3,"전일대비 -0.30원(하락), 최근30일 평균(1452.2원) 대비 송금 유리"
2025-01-24,1431.3,"전일대비 -6.00원(하락), 최근30일 평균(1452.2원) 대비 송금 유리"
2025-01-31,1452.7,"전일대비 +21.40원(상승), 최근30일 평균(1452.3원) 대비 송금 불리"
2025-02-03,1467.2,"전일대비 +14.50원(상승), 최근30일 평균(1453.0원) 대비 송금 불리"
2025-02-04,1462.9,"전일대비 -4.30원(하락), 최근30일 평균(1454.2원) 대비 송금 불리"
2025-02-05,1444.3,"전일대비 -18.60원(하락), 최근30일 평균(1455.2원) 대비 송금 유리"
2025-02-06,1447.7,"전일대비 +3.40원(상승), 최근30일 평균(1455.5원) 대비 송금 유리"
2025-02-07,1447.8,"전일대비 +0.10원(상승), 최근30일 평균(1455.8원) 대비 송금 유리"
2025-02-10,1451.2,"전일대비 +3.40원(상승), 최근30일 평균(1456.2원) 대비 송금 유리"
2025-02-11,1452.6,"전일대비 +1.40원(상승), 최근30일 평균(1456.2원) 대비 송금 유리"
2025-02-12,1453.4,"전일대비 +0.80원(상승), 최근30일 평균(1456.2원) 대비 송금 유리"
2025-02-13,1447.5,"전일대비 -5.90원(하락), 최근30일 평균(1456.2원) 대비 송금 유리"
2025-02-14,1443.5,"전일대비 -4.00원(하락), 최근30일 평균(1455.9원) 대비 송금 유리"
2025-02-17,1441.7,"전일대비 -1.80원(하락), 최근30일 평균(1455.2원) 대비 송금 유리"
2025-02-18,1443.7,"전일대비 +2.00원(상승), 최근30일 평균(1454.4원) 대비 송금 유리"
2025-02-19,1438.5,"전일대비 -5.20원(하락), 최근30일 평균(1453.4원) 대비 송금 유리"
2025-02-20,1437.9,"전일대비 -0.60원(하락), 최근30일 평균(1452.5원) 대비 송금 유리"
2025-02-21,1434.3,"전일대비 -3.60원(하락), 최근30일 평균(1451.5원) 대비 송금 유리"
2025-02-24,1427.4,"전일대비 -6.90원(하락), 최근30일 평균(1450.3원) 대비 송금 유리"
